player_idx,mean,sd,q05,q25,q50,q75,q95,athlete_id,athlete_display_name,athlete_position_abbreviation,team_id,team_abbreviation
236,2.3189885927079934,0.6850185033087337,1.3858024010819316,1.829901551364996,2.2283716611877513,2.7130574704609685,3.581543546731047,4397071,Mac McClung,G,11,IND
92,2.310422345943511,0.5245868964441074,1.5574306323502372,1.9351080759242676,2.2575754968831205,2.619431898448566,3.240035584779654,3134916,Jordan McLaughlin,G,24,SA
172,2.2873711691870784,0.2755846144685411,1.8610885377037913,2.0978039338886427,2.269642335306113,2.4625704836286317,2.764591860081318,4277813,Herbert Jones,F,3,NO
414,2.273091969008065,0.30947308457273126,1.7988353021674308,2.050754547158185,2.256672773053009,2.472608808548388,2.811300706933857,4684272,Ja'Kobe Walter,G,28,TOR
114,2.256120980008455,0.5720273861900462,1.4300964927301267,1.848495690497378,2.1956169716854372,2.6111299354358195,3.2647907465775976,3907497,Dejounte Murray,G,3,NO
498,2.2454529829347614,0.3403350112099561,1.7216858231072083,2.00298593994379,2.227218530538969,2.463142058088776,2.8315699275950132,5099752,Rayan Rupert,G,22,POR
327,2.243796657241639,0.44970486377602753,1.5661406317603561,1.9258183118974475,2.214632634357402,2.5287307672934487,3.0450945943155405,4433188,Devin Carter,G,23,SAC
294,2.2375894518486055,0.3360259781279739,1.7140725049246557,2.001163671543245,2.2168742702054836,2.455657383349466,2.8120342806407135,4432247,Jaylen Clark,G,16,MIN
89,2.2323550905356098,0.3473600226015923,1.6903120676211525,1.9883376215708295,2.2145172953308188,2.4564286420013643,2.846683852066439,3134903,Gary Payton II,G,9,GS
129,2.2283569419611493,0.24200888543048232,1.8491119367798623,2.06137741841116,2.2164084225440073,2.3909955962921736,2.6460231976428568,3934719,OG Anunoby,F,18,NY
94,2.2156574145547228,0.2825507037163837,1.7844560360944972,2.0173076133971835,2.1987591574698255,2.406287332132,2.695809513790197,3135045,Grayson Allen,G,21,PHX
322,2.21377649195863,0.28191840513959826,1.777434164949154,2.0155704943636352,2.195827522284775,2.40711426112792,2.6968456882229113,4433137,Ziaire Williams,F,17,BKN
347,2.205981798216273,0.46094120913257414,1.5216144621817724,1.8782419019099088,2.167904173885306,2.50008337199668,3.0041134640818523,4437244,Jalen Green,G,21,PHX
325,2.180570761448418,0.36660538228371803,1.6240214386673102,1.930319840107359,2.1561203990454025,2.397903603135567,2.8277938461459717,4433159,Dalen Terry,F,4,CHI
524,2.1750090609592565,0.6120117667002958,1.3208376678643199,1.7410088000947455,2.092996368558529,2.5295688235105684,3.295522830905757,5159895,Yuki Kawamura,G,4,CHI
145,2.1740524214284527,0.49304853912404517,1.4621093007432155,1.822027938413449,2.126804633370485,2.465701546514749,3.0595310589312508,4065733,Ty Jerome,G,29,MEM
358,2.1734087019409514,0.23195153327647802,1.8126783333012306,2.0111090089637824,2.162781728755628,2.322831226333748,2.572088412500027,4591725,Ryan Rollins,G,15,MIL
279,2.171987206023057,0.5210229528160005,1.4243048610293094,1.7875128190313165,2.126511130810334,2.4864078176759175,3.1075887966340523,4432107,Marcus Sasser,G,8,DET
514,2.1671989386345745,0.30089380186128456,1.7098188588957346,1.9566860559397146,2.146240375067207,2.359905444189518,2.6978828802536805,5107199,Daniss Jenkins,G,8,DET
208,2.1628581755007197,0.39112436865519046,1.5648057450036392,1.884063643586449,2.1436873030671117,2.4091816187097552,2.8578922040977797,4280245,Jamaree Bouyea,G,21,PHX
404,2.159401123926849,0.6360184660272548,1.3021683004306304,1.713039203187902,2.080515244928466,2.494921209759706,3.3125614451314505,4683749,TyTy Washington Jr.,G,12,LAC
442,2.149371705506883,0.6564294150542677,1.2608137432990802,1.6821884668840452,2.049651018214551,2.524714484210147,3.32279291091267,4702972,Chris Manon,G,13,LAL
54,2.1478347844309034,0.2577971777638247,1.7399099715573283,1.9689008435285562,2.134762460867339,2.3170837424643205,2.6009079285349115,2990992,Marcus Smart,G,13,LAL
450,2.1367748092384087,0.22841348327049824,1.7767168307717318,1.9845899800820506,2.1300277871189626,2.2807121492351,2.531528216245025,4712849,Anthony Black,G,19,ORL
117,2.1274965627094984,0.23576610107735865,1.7544668003388666,1.9626530987442872,2.122355910193881,2.2808939513673483,2.530027275912316,3908809,Donovan Mitchell,G,5,CLE
451,2.1259372339203635,0.2838642225638247,1.6879179200763226,1.9243875678586353,2.102292849610806,2.317240094891737,2.6190333940183717,4712863,Mouhamed Gueye,F,1,ATL
140,2.124287481769559,0.2813989317817372,1.6859327292517234,1.9265501288363849,2.1093968056879415,2.312541879301972,2.605542040949948,4065663,Josh Okogie,G,10,HOU
176,2.1096806591023536,0.27158357474737044,1.6807456614377638,1.9182007576459417,2.1030185706196862,2.2852689086357394,2.5700705949361224,4277869,Jose Alvarado,G,3,NO
